HIT_Id,annotator,method_i,method_j,topic,criterion,i greater j?
3I6NF2WGIFVCUR7EMB5O6K323U95GT,A17D6BK59S31BM,H2,H4,1020,Information Content,1
3I6NF2WGIFVCUR7EMB5O6K323U95GT,A9EQ4FWCUQVBL,H2,H4,1020,Information Content,1
3I6NF2WGIFVCUR7EMB5O6K323U95GT,A14XECI3XLI39H,H2,H4,1020,Information Content,1
3I6NF2WGIFVCUR7EMB5O6K323U95GT,A2TBXASXZIRNNW,H2,H4,1020,Information Content,1
3I6NF2WGIFVCUR7EMB5O6K323U95GT,ARVXIBUCA8WDZ,H2,H4,1020,Information Content,1
3I6NF2WGIFVCUR7EMB5O6K323U95GT,A3O1I9MATO3ZZN,H2,H4,1020,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A14XECI3XLI39H,MMR*,H1,1046,Information Content,1
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A2ET3KM3IE33MM,MMR*,H1,1046,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,AD1ILDUXZHASF,MMR*,H1,1046,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A9EQ4FWCUQVBL,MMR*,H1,1046,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,ARVXIBUCA8WDZ,MMR*,H1,1046,Information Content,1
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A2TBXASXZIRNNW,MMR*,H1,1046,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A17D6BK59S31BM,MMR*,H1,1046,Information Content,1
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A14XECI3XLI39H,H3,H2,1007,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A2ET3KM3IE33MM,H3,H2,1007,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,AD1ILDUXZHASF,H3,H2,1007,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A9EQ4FWCUQVBL,H3,H2,1007,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,ARVXIBUCA8WDZ,H3,H2,1007,Information Content,1
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A2TBXASXZIRNNW,H3,H2,1007,Information Content,1
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A17D6BK59S31BM,H3,H2,1007,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A14XECI3XLI39H,H2,MMR*,1018,Information Content,1
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A2ET3KM3IE33MM,H2,MMR*,1018,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,AD1ILDUXZHASF,H2,MMR*,1018,Information Content,1
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A9EQ4FWCUQVBL,H2,MMR*,1018,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,ARVXIBUCA8WDZ,H2,MMR*,1018,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A2TBXASXZIRNNW,H2,MMR*,1018,Information Content,0
31ANT7FQN71QUN2P6HN6RKF3IUM5HS,A17D6BK59S31BM,H2,MMR*,1018,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,AD1ILDUXZHASF,H4,MMR*,1004,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A9EQ4FWCUQVBL,H4,MMR*,1004,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A2YO837C0O1E91,H4,MMR*,1004,Information Content,1
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A17D6BK59S31BM,H4,MMR*,1004,Information Content,1
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A2TBXASXZIRNNW,H4,MMR*,1004,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A10443E11ZWEHJ,H4,MMR*,1004,Information Content,1
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A3O1I9MATO3ZZN,H4,MMR*,1004,Information Content,1
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,AD1ILDUXZHASF,H1,H3,1025,Information Content,1
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A9EQ4FWCUQVBL,H1,H3,1025,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A2YO837C0O1E91,H1,H3,1025,Information Content,1
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A17D6BK59S31BM,H1,H3,1025,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A2TBXASXZIRNNW,H1,H3,1025,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A10443E11ZWEHJ,H1,H3,1025,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A3O1I9MATO3ZZN,H1,H3,1025,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,AD1ILDUXZHASF,MMR*,H4,1029,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A9EQ4FWCUQVBL,MMR*,H4,1029,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A2YO837C0O1E91,MMR*,H4,1029,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A17D6BK59S31BM,MMR*,H4,1029,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A2TBXASXZIRNNW,MMR*,H4,1029,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A10443E11ZWEHJ,MMR*,H4,1029,Information Content,0
3P7QK0GJ3SKKMBJWUKRFTKGWUAC2ZE,A3O1I9MATO3ZZN,MMR*,H4,1029,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,APJJ1HHD2GGFS,MMR*,H4,1021,Information Content,0
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,AD1ILDUXZHASF,MMR*,H4,1021,Information Content,0
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A9EQ4FWCUQVBL,MMR*,H4,1021,Information Content,0
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A2ET3KM3IE33MM,MMR*,H4,1021,Information Content,0
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A17D6BK59S31BM,MMR*,H4,1021,Information Content,0
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A2TBXASXZIRNNW,MMR*,H4,1021,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,ARVXIBUCA8WDZ,MMR*,H4,1021,Information Content,0
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,APJJ1HHD2GGFS,H2,Submodular,1046,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,AD1ILDUXZHASF,H2,Submodular,1046,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A9EQ4FWCUQVBL,H2,Submodular,1046,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A2ET3KM3IE33MM,H2,Submodular,1046,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A17D6BK59S31BM,H2,Submodular,1046,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A2TBXASXZIRNNW,H2,Submodular,1046,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,ARVXIBUCA8WDZ,H2,Submodular,1046,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,APJJ1HHD2GGFS,H2,Submodular,1017,Information Content,0
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,AD1ILDUXZHASF,H2,Submodular,1017,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A9EQ4FWCUQVBL,H2,Submodular,1017,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A2ET3KM3IE33MM,H2,Submodular,1017,Information Content,0
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A17D6BK59S31BM,H2,Submodular,1017,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,A2TBXASXZIRNNW,H2,Submodular,1017,Information Content,1
3FVBZG9CLIDRZGGO9BHUAPJC1MB0H2,ARVXIBUCA8WDZ,H2,Submodular,1017,Information Content,1
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A2ET3KM3IE33MM,Submodular,H1,1038,Information Content,1
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,AD1ILDUXZHASF,Submodular,H1,1038,Information Content,0
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A9EQ4FWCUQVBL,Submodular,H1,1038,Information Content,0
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,ARVXIBUCA8WDZ,Submodular,H1,1038,Information Content,1
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A2TBXASXZIRNNW,Submodular,H1,1038,Information Content,0
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A2YO837C0O1E91,Submodular,H1,1038,Information Content,0
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A17D6BK59S31BM,Submodular,H1,1038,Information Content,0
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A2ET3KM3IE33MM,MMR*,Submodular,1044,Information Content,1
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,AD1ILDUXZHASF,MMR*,Submodular,1044,Information Content,1
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A9EQ4FWCUQVBL,MMR*,Submodular,1044,Information Content,1
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,ARVXIBUCA8WDZ,MMR*,Submodular,1044,Information Content,0
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A2TBXASXZIRNNW,MMR*,Submodular,1044,Information Content,0
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A2YO837C0O1E91,MMR*,Submodular,1044,Information Content,1
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A17D6BK59S31BM,MMR*,Submodular,1044,Information Content,1
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A2ET3KM3IE33MM,H4,H1,1040,Information Content,0
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,AD1ILDUXZHASF,H4,H1,1040,Information Content,1
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A9EQ4FWCUQVBL,H4,H1,1040,Information Content,1
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,ARVXIBUCA8WDZ,H4,H1,1040,Information Content,0
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A2TBXASXZIRNNW,H4,H1,1040,Information Content,0
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A2YO837C0O1E91,H4,H1,1040,Information Content,1
3FBEFUUYRJ4734UP5UNJ246Z1U7A62,A17D6BK59S31BM,H4,H1,1040,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,AD1ILDUXZHASF,H2,MMR*,1041,Information Content,0
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A14XECI3XLI39H,H2,MMR*,1041,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A2ET3KM3IE33MM,H2,MMR*,1041,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A9EQ4FWCUQVBL,H2,MMR*,1041,Information Content,0
3YD0MU1NC10Q748UO4SB8I6VW5RA71,ARVXIBUCA8WDZ,H2,MMR*,1041,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A2TBXASXZIRNNW,H2,MMR*,1041,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A17D6BK59S31BM,H2,MMR*,1041,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,AD1ILDUXZHASF,H3,H1,1030,Information Content,0
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A14XECI3XLI39H,H3,H1,1030,Information Content,0
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A2ET3KM3IE33MM,H3,H1,1030,Information Content,0
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A9EQ4FWCUQVBL,H3,H1,1030,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,ARVXIBUCA8WDZ,H3,H1,1030,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A2TBXASXZIRNNW,H3,H1,1030,Information Content,0
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A17D6BK59S31BM,H3,H1,1030,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,AD1ILDUXZHASF,H3,H4,1008,Information Content,0
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A14XECI3XLI39H,H3,H4,1008,Information Content,0
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A2ET3KM3IE33MM,H3,H4,1008,Information Content,0
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A9EQ4FWCUQVBL,H3,H4,1008,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,ARVXIBUCA8WDZ,H3,H4,1008,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A2TBXASXZIRNNW,H3,H4,1008,Information Content,1
3YD0MU1NC10Q748UO4SB8I6VW5RA71,A17D6BK59S31BM,H3,H4,1008,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,AD1ILDUXZHASF,H2,MMR*,1020,Information Content,1
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A2ET3KM3IE33MM,H2,MMR*,1020,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A17D6BK59S31BM,H2,MMR*,1020,Information Content,1
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A9EQ4FWCUQVBL,H2,MMR*,1020,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,ARVXIBUCA8WDZ,H2,MMR*,1020,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A2TBXASXZIRNNW,H2,MMR*,1020,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A2YO837C0O1E91,H2,MMR*,1020,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,AD1ILDUXZHASF,H2,H1,1031,Information Content,1
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A2ET3KM3IE33MM,H2,H1,1031,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A17D6BK59S31BM,H2,H1,1031,Information Content,1
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A9EQ4FWCUQVBL,H2,H1,1031,Information Content,1
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,ARVXIBUCA8WDZ,H2,H1,1031,Information Content,1
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A2TBXASXZIRNNW,H2,H1,1031,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A2YO837C0O1E91,H2,H1,1031,Information Content,1
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,AD1ILDUXZHASF,H4,Submodular,1024,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A2ET3KM3IE33MM,H4,Submodular,1024,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A17D6BK59S31BM,H4,Submodular,1024,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A9EQ4FWCUQVBL,H4,Submodular,1024,Information Content,1
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,ARVXIBUCA8WDZ,H4,Submodular,1024,Information Content,1
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A2TBXASXZIRNNW,H4,Submodular,1024,Information Content,0
30Z7M1Q8UXJU7IDDY9KHMI2Q7PXA8O,A2YO837C0O1E91,H4,Submodular,1024,Information Content,0
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,AD1ILDUXZHASF,Submodular,H2,1003,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A2ET3KM3IE33MM,Submodular,H2,1003,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A17D6BK59S31BM,Submodular,H2,1003,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A9EQ4FWCUQVBL,Submodular,H2,1003,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,ARVXIBUCA8WDZ,Submodular,H2,1003,Information Content,0
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A2TBXASXZIRNNW,Submodular,H2,1003,Information Content,0
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A2YO837C0O1E91,Submodular,H2,1003,Information Content,0
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,AD1ILDUXZHASF,H3,PG-MMR,1004,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A2ET3KM3IE33MM,H3,PG-MMR,1004,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A17D6BK59S31BM,H3,PG-MMR,1004,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A9EQ4FWCUQVBL,H3,PG-MMR,1004,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,ARVXIBUCA8WDZ,H3,PG-MMR,1004,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A2TBXASXZIRNNW,H3,PG-MMR,1004,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A2YO837C0O1E91,H3,PG-MMR,1004,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,AD1ILDUXZHASF,H1,H2,1008,Information Content,0
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A2ET3KM3IE33MM,H1,H2,1008,Information Content,0
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A17D6BK59S31BM,H1,H2,1008,Information Content,0
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A9EQ4FWCUQVBL,H1,H2,1008,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,ARVXIBUCA8WDZ,H1,H2,1008,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A2TBXASXZIRNNW,H1,H2,1008,Information Content,1
3BDORL6HKJCOI2P7HWM8JUNJXK6CR4,A2YO837C0O1E91,H1,H2,1008,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,AD1ILDUXZHASF,MMR*,Submodular,1013,Information Content,0
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,ARVXIBUCA8WDZ,MMR*,Submodular,1013,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A2ET3KM3IE33MM,MMR*,Submodular,1013,Information Content,0
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A9EQ4FWCUQVBL,MMR*,Submodular,1013,Information Content,0
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A17D6BK59S31BM,MMR*,Submodular,1013,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A2TBXASXZIRNNW,MMR*,Submodular,1013,Information Content,0
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A2YO837C0O1E91,MMR*,Submodular,1013,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,AD1ILDUXZHASF,Submodular,H1,1011,Information Content,0
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,ARVXIBUCA8WDZ,Submodular,H1,1011,Information Content,0
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A2ET3KM3IE33MM,Submodular,H1,1011,Information Content,0
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A9EQ4FWCUQVBL,Submodular,H1,1011,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A17D6BK59S31BM,Submodular,H1,1011,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A2TBXASXZIRNNW,Submodular,H1,1011,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A2YO837C0O1E91,Submodular,H1,1011,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,AD1ILDUXZHASF,H3,Submodular,1002,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,ARVXIBUCA8WDZ,H3,Submodular,1002,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A2ET3KM3IE33MM,H3,Submodular,1002,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A9EQ4FWCUQVBL,H3,Submodular,1002,Information Content,1
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A17D6BK59S31BM,H3,Submodular,1002,Information Content,0
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A2TBXASXZIRNNW,H3,Submodular,1002,Information Content,0
3B9J25CZ24C0JHPKWLMD94SFJMPCSS,A2YO837C0O1E91,H3,Submodular,1002,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A2ET3KM3IE33MM,MMR*,H1,1006,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,ARVXIBUCA8WDZ,MMR*,H1,1006,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,AD1ILDUXZHASF,MMR*,H1,1006,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A9EQ4FWCUQVBL,MMR*,H1,1006,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A2YO837C0O1E91,MMR*,H1,1006,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A2TBXASXZIRNNW,MMR*,H1,1006,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A17D6BK59S31BM,MMR*,H1,1006,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A2ET3KM3IE33MM,H4,PG-MMR,1038,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,ARVXIBUCA8WDZ,H4,PG-MMR,1038,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,AD1ILDUXZHASF,H4,PG-MMR,1038,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A9EQ4FWCUQVBL,H4,PG-MMR,1038,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A2YO837C0O1E91,H4,PG-MMR,1038,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A2TBXASXZIRNNW,H4,PG-MMR,1038,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A17D6BK59S31BM,H4,PG-MMR,1038,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A2ET3KM3IE33MM,H2,PG-MMR,1048,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,ARVXIBUCA8WDZ,H2,PG-MMR,1048,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,AD1ILDUXZHASF,H2,PG-MMR,1048,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A9EQ4FWCUQVBL,H2,PG-MMR,1048,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A2YO837C0O1E91,H2,PG-MMR,1048,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A2TBXASXZIRNNW,H2,PG-MMR,1048,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII71I5Y,A17D6BK59S31BM,H2,PG-MMR,1048,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,AD1ILDUXZHASF,H2,H1,1045,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,A2ET3KM3IE33MM,H2,H1,1045,Information Content,1
38VTL6WC49CCGISEGHRUDKA68QYY5J,A17D6BK59S31BM,H2,H1,1045,Information Content,1
38VTL6WC49CCGISEGHRUDKA68QYY5J,A9EQ4FWCUQVBL,H2,H1,1045,Information Content,1
38VTL6WC49CCGISEGHRUDKA68QYY5J,A2TBXASXZIRNNW,H2,H1,1045,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,A2YO837C0O1E91,H2,H1,1045,Information Content,1
38VTL6WC49CCGISEGHRUDKA68QYY5J,A10443E11ZWEHJ,H2,H1,1045,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,AD1ILDUXZHASF,PG-MMR,H2,1001,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,A2ET3KM3IE33MM,PG-MMR,H2,1001,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,A17D6BK59S31BM,PG-MMR,H2,1001,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,A9EQ4FWCUQVBL,PG-MMR,H2,1001,Information Content,1
38VTL6WC49CCGISEGHRUDKA68QYY5J,A2TBXASXZIRNNW,PG-MMR,H2,1001,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,A2YO837C0O1E91,PG-MMR,H2,1001,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,A10443E11ZWEHJ,PG-MMR,H2,1001,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,AD1ILDUXZHASF,H4,Submodular,1029,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,A2ET3KM3IE33MM,H4,Submodular,1029,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,A17D6BK59S31BM,H4,Submodular,1029,Information Content,1
38VTL6WC49CCGISEGHRUDKA68QYY5J,A9EQ4FWCUQVBL,H4,Submodular,1029,Information Content,1
38VTL6WC49CCGISEGHRUDKA68QYY5J,A2TBXASXZIRNNW,H4,Submodular,1029,Information Content,0
38VTL6WC49CCGISEGHRUDKA68QYY5J,A2YO837C0O1E91,H4,Submodular,1029,Information Content,1
38VTL6WC49CCGISEGHRUDKA68QYY5J,A10443E11ZWEHJ,H4,Submodular,1029,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII715IL,AD1ILDUXZHASF,MMR*,H1,1017,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII715IL,A17D6BK59S31BM,MMR*,H1,1017,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII715IL,A9EQ4FWCUQVBL,MMR*,H1,1017,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII715IL,A2ET3KM3IE33MM,MMR*,H1,1017,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII715IL,ARVXIBUCA8WDZ,MMR*,H1,1017,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII715IL,A2YO837C0O1E91,MMR*,H1,1017,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII715IL,A2TBXASXZIRNNW,MMR*,H1,1017,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII715IL,AD1ILDUXZHASF,H2,PG-MMR,1015,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII715IL,A17D6BK59S31BM,H2,PG-MMR,1015,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII715IL,A9EQ4FWCUQVBL,H2,PG-MMR,1015,Information Content,0
35A1YQPVFDFQQID9CZ5RRWGII715IL,A2ET3KM3IE33MM,H2,PG-MMR,1015,Information Content,1
35A1YQPVFDFQQID9CZ5RRWGII715IL,ARVXIBUCA8WDZ,H2,PG-MMR,1015,Information Content,1
